  3.141592653589793E-003 -1.834458703643512E-002  1.689817790406380E-004
  9.424777960769379E-003 -2.068219232589074E-002  1.859252824616848E-004
  1.570796326794897E-002 -2.345750531693524E-002  2.047257989700979E-004
  2.199114857512855E-002 -2.651045776058912E-002  2.231729508383219E-004
  2.827433388230814E-002 -2.977111775163625E-002  2.350097610360200E-004
  3.455751918948773E-002 -3.326264106951093E-002  2.424832893362138E-004
  4.084070449666731E-002 -3.695643224269096E-002  2.474837795717737E-004
  4.712388980384690E-002 -4.080878443434736E-002  2.510775551396371E-004
  5.340707511102648E-002 -4.477951337933288E-002  2.538396885901351E-004
  5.969026041820608E-002 -4.883624379551841E-002  2.560851671297898E-004
  6.597344572538566E-002 -5.295391563207393E-002  2.579904304429661E-004
  7.225663103256524E-002 -5.711325902969754E-002  2.596554203807817E-004
  7.853981633974483E-002 -6.129934889538600E-002  2.611360520536443E-004
  8.482300164692443E-002 -6.550047361593538E-002  2.624618948393357E-004
  9.110618695410401E-002 -6.970730333793888E-002  2.636462258549408E-004
  9.738937226128359E-002 -7.391229108961038E-002  2.646919985901277E-004
  0.103672557568463      -7.810924301225042E-002  2.655955381739693E-004
  0.109955742875643      -8.229300845486315E-002  2.663489232582098E-004
  0.116238928182822      -8.645925449481703E-002  2.669415812136923E-004
  0.122522113490002      -9.060430005542057E-002  2.673613951494734E-004
  0.128805298797182      -9.472499236130653E-002  2.675954970493016E-004
  0.135088484104361      -9.881861372276518E-002  2.676308516200182E-004
  0.141371669411541      -0.102882810247696       2.674546952834692E-004
  0.147654854718720      -0.106915536558612       2.670548709799767E-004
  0.153938040025900      -0.110915012303542       2.664200851197743E-004
  0.160221225333079      -0.114879687439981       2.655401042172211E-004
  0.166504410640259      -0.118808214106047       2.644059032273851E-004
  0.172787595947439      -0.122699423484130       2.630097741223513E-004
  0.179070781254618      -0.126552306484583       2.613454010193062E-004
  0.185353966561798      -0.130365997381377       2.594079067144405E-004
  0.191637151868977      -0.134139759752828       2.571938745481388E-004
